rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type
1801ME06,7,7,ME512,,7/23/2021 00:16:10,,7/23/2021 00:16:10,Department Elective - I
1801ME06,7,7,PH401,,7/23/2021 00:16:10,,7/23/2021 00:16:10,Open Elective - III
1801ME08,7,7,ME431,,7/24/2021 09:25:24,,7/24/2021 09:25:24,CORE
1801ME08,7,7,ME495,,7/24/2021 09:25:24,,7/24/2021 09:25:24,CORE
1801ME08,7,7,ME503,,7/24/2021 09:25:24,,7/24/2021 09:25:24,Department Elective - I
1801ME08,7,7,ME512,,7/24/2021 09:25:24,,7/24/2021 09:25:24,Department Elective - II
1801ME08,7,7,PH401,,7/24/2021 09:25:24,,7/24/2021 09:25:24,Open Elective - III
1801ME09,7,7,ME431,,7/23/2021 01:33:31,,7/23/2021 01:33:31,CORE
1801ME09,7,7,ME495,,7/23/2021 01:33:31,,7/23/2021 01:33:31,CORE
2012CH07,3,3,CH605,,3/25/2021 21:55:07,,3/25/2021 21:55:07,Elective - I
2012CH07,3,3,CH527,,3/25/2021 21:55:07,,3/25/2021 21:55:07,CORE
2012CH07,3,3,CH525,,3/25/2021 21:55:07,,3/25/2021 21:55:07,CORE
1801ME10,7,7,ME431,,7/23/2021 14:16:08,,7/23/2021 14:16:08,CORE
1801CS48,7,7,CS577,,7/23/2021 11:55:55,,7/23/2021 11:55:55,Department Elective - IV
2012CH06,3,3,CH527,,3/24/2021 22:10:36,,3/24/2021 22:10:36,CORE
1801ME10,7,7,ME533,,7/23/2021 14:16:08,,7/23/2021 14:16:08,Department Elective - II
1801CB15,7,7,CB409,,7/23/2021 11:49:54,,7/23/2021 11:49:54,CORE
2012CH05,3,3,CH530,,3/24/2021 20:26:15,,3/24/2021 20:26:15,CORE
1801CS49,7,7,CS564,,7/23/2021 11:44:37,,7/23/2021 11:44:37,Department Elective - III
2012CH04,3,3,CH605,,3/25/2021 16:24:03,,3/25/2021 16:24:03,Elective - I
2012CH04,3,3,CH523,,3/25/2021 16:24:03,,3/25/2021 16:24:03,CORE
2012CH04,3,3,CH521,,3/25/2021 16:24:03,,3/25/2021 16:24:03,CORE
2012CH03,3,3,CH591,,3/22/2021 09:34:51,,3/22/2021 09:34:51,CORE
2012CH03,3,3,CH525,,3/22/2021 09:34:51,,3/22/2021 09:34:51,CORE
1801ME12,7,7,ME504,,7/23/2021 03:02:00,,7/23/2021 03:02:00,Department Elective - I
2012CH02,3,3,CH527,,3/25/2021 21:47:15,,3/25/2021 21:47:15,CORE
2012CH01,3,3,CH605,,3/24/2021 22:08:24,,3/24/2021 22:08:24,Elective - I
2012CH01,3,3,CH530,,3/24/2021 22:08:24,,3/24/2021 22:08:24,CORE
2012CH01,3,3,CH523,,3/24/2021 22:08:24,,3/24/2021 22:08:24,CORE
2011MT20,3,3,MH603,,3/22/2021 09:48:02,,3/22/2021 09:48:02,CORE
1801ME13,7,7,ME512,,7/23/2021 10:34:19,,7/23/2021 10:34:19,Department Elective - II
1801ME13,7,7,PH401,,7/23/2021 10:34:19,,7/23/2021 10:34:19,Open Elective - III
1801CE03,7,7,CE491,,7/24/2021 20:37:06,,7/24/2021 20:37:06,CORE
1801CB15,7,7,CB417,,7/23/2021 11:49:54,,7/23/2021 11:49:54,CORE
2011MT11,3,3,MH603,,3/22/2021 12:24:11,,3/22/2021 12:24:11,CORE
2011MT10,3,3,MH603,,3/24/2021 14:22:09,,3/24/2021 14:22:09,CORE
2011MT02,3,3,MH603,,3/22/2021 10:11:20,,3/22/2021 10:11:20,CORE
2011MM16,3,3,MM603,,3/24/2021 22:02:44,,3/24/2021 22:02:44,CORE
2011MM12,3,3,MM603,,3/22/2021 12:10:36,,3/22/2021 12:10:36,CORE
2011MM07,3,3,MM603,,3/24/2021 13:38:16,,3/24/2021 13:38:16,CORE
2011MM02,3,3,MM603,,3/25/2021 11:34:19,,3/25/2021 11:34:19,CORE
2011ME21,3,3,ME603,,3/22/2021 20:24:30,,3/22/2021 20:24:30,CORE
2011ME17,3,3,ME603,,3/25/2021 14:19:03,,3/25/2021 14:19:03,CORE
2011ME15,3,3,ME603,,3/24/2021 17:35:17,,3/24/2021 17:35:17,CORE
2011ME09,3,3,ME603,,3/22/2021 11:36:30,,3/22/2021 11:36:30,CORE
2011ME02,3,3,ME603,,04-07-2021 23:13,,04-07-2021 23:13,CORE
2011MC15,3,3,MA603,,3/25/2021 09:50:25,,3/25/2021 09:50:25,CORE
2011MC13,3,3,MA603,,3/24/2021 20:31:00,,3/24/2021 20:31:00,CORE
1801ME19,7,7,ME495,,7/23/2021 13:14:31,,7/23/2021 13:14:31,CORE
1801ME19,7,7,ME512,,7/23/2021 13:14:31,,7/23/2021 13:14:31,Department Elective - I
1801ME19,7,7,ME537,,7/23/2021 13:14:31,,7/23/2021 13:14:31,Department Elective - II
1801CE03,7,7,CE543,,7/24/2021 20:37:06,,7/24/2021 20:37:06,Department Elective - II
1801CE30,7,7,CE549,,7/23/2021 09:59:11,,7/23/2021 09:59:11,Department Elective - I
2011MC05,3,3,MA603,,3/23/2021 18:59:47,,3/23/2021 18:59:47,CORE
2011MC01,3,3,MA603,,3/25/2021 13:30:37,,3/25/2021 13:30:37,CORE
1801ME20,7,7,ME533,,7/23/2021 08:47:13,,7/23/2021 08:47:13,Department Elective - II
1801CE03,7,7,CE549,,7/24/2021 20:37:06,,7/24/2021 20:37:06,Department Elective - I
2011EE27,3,3,EE518,,3/25/2021 10:53:38,,3/25/2021 10:53:38,CORE
1801ME21,7,7,ME495,,7/23/2021 14:59:17,,7/23/2021 14:59:17,CORE
1801ME21,7,7,ME503,,7/23/2021 14:59:17,,7/23/2021 14:59:17,Department Elective - II
1801ME21,7,7,ME533,,7/23/2021 14:59:17,,7/23/2021 14:59:17,Department Elective - I
1801ME21,7,7,PH401,,7/23/2021 14:59:17,,7/23/2021 14:59:17,Open Elective - III
1801CE30,7,7,PH401,,7/23/2021 09:59:11,,7/23/2021 09:59:11,Open Elective - III
2011EE18,3,3,EE595,,3/22/2021 17:35:01,,3/22/2021 17:35:01,CORE
1801CB18,7,7,CB401,,7/23/2021 10:12:37,,7/23/2021 10:12:37,CORE
2121HS02,2,2,HS711,,3/22/2021 17:11:39,,3/22/2021 17:11:39,CREDIT
2121CS10,2,2,CS544,,3/24/2021 15:36:32,,3/24/2021 15:36:32,CREDIT
2121CS04,2,2,CS577,,3/22/2021 19:53:14,,3/22/2021 19:53:14,CREDIT
1801ME23,7,7,ME495,,7/23/2021 11:43:53,,7/23/2021 11:43:53,CORE
1801ME23,7,7,ME533,,7/23/2021 11:43:53,,7/23/2021 11:43:53,Department Elective - II
1801ME23,7,7,ME537,,7/23/2021 11:43:53,,7/23/2021 11:43:53,Department Elective - I
1801ME23,7,7,PH401,,7/23/2021 11:43:53,,7/23/2021 11:43:53,Open Elective - III
1801ME24,7,7,ME431,,7/23/2021 13:03:06,,7/23/2021 13:03:06,CORE
1801CS54,7,7,CS577,,7/23/2021 01:03:53,,7/23/2021 01:03:53,Department Elective - IV
2121CE05,2,2,CE549,,3/24/2021 19:44:05,,3/24/2021 19:44:05,CREDIT
2121CB12,2,2,PH601,,3/26/2021 08:21:18,,3/26/2021 08:21:18,CREDIT
2121CB11,2,2,ME521,,3/23/2021 21:42:09,,3/23/2021 21:42:09,CREDIT
1801ME25,7,7,ME431,,7/24/2021 00:34:19,,7/24/2021 00:34:19,CORE
1801ME25,7,7,ME495,,7/24/2021 00:34:19,,7/24/2021 00:34:19,CORE
1801ME25,7,7,ME512,,7/24/2021 00:34:19,,7/24/2021 00:34:19,Department Elective - II
1801ME25,7,7,ME537,,7/24/2021 00:34:19,,7/24/2021 00:34:19,Department Elective - I
1801ME25,7,7,PH401,,7/24/2021 00:34:19,,7/24/2021 00:34:19,Open Elective - III
1801CE31,7,7,CE571,,7/23/2021 09:42:57,,7/23/2021 09:42:57,Department Elective - III
2113CS01,2,2,CS592,,7/23/2021 13:01:38,,7/23/2021 13:01:38,CORE
1801CE31,7,7,PH401,,7/23/2021 09:42:57,,7/23/2021 09:42:57,Open Elective - III
2021ME17,3,3,ME533,,3/25/2021 15:37:04,,3/25/2021 15:37:04,CREDIT
2021CS30,3,3,CS544,,3/24/2021 15:38:28,,3/24/2021 15:38:28,AUDIT
2012PH24,3,3,PH601,,3/25/2021 10:07:25,,3/25/2021 10:07:25,Elective - I
2012PH22,3,3,PH601,,3/25/2021 19:33:33,,3/25/2021 19:33:33,Elective - I
2012PH22,3,3,PH591,,3/25/2021 19:33:33,,3/25/2021 19:33:33,CORE
2012PH22,3,3,PH525,,3/25/2021 19:33:33,,3/25/2021 19:33:33,CORE
2012PH22,3,3,PH521,,3/25/2021 19:33:33,,3/25/2021 19:33:33,CORE
2012PH21,3,3,PH523,,3/22/2021 10:38:06,,3/22/2021 10:38:06,CORE
2012PH21,3,3,PH521,,3/22/2021 10:38:06,,3/22/2021 10:38:06,CORE
1801ME28,7,7,ME512,,7/23/2021 01:22:50,,7/23/2021 01:22:50,Department Elective - I
1801ME28,7,7,ME537,,7/23/2021 01:22:50,,7/23/2021 01:22:50,Department Elective - II
1801ME28,7,7,PH401,,7/23/2021 01:22:50,,7/23/2021 01:22:50,Open Elective - III
1801ME30,7,7,ME431,,7/24/2021 12:00:39,,7/24/2021 12:00:39,CORE
1801ME30,7,7,ME495,,7/24/2021 12:00:39,,7/24/2021 12:00:39,CORE
1801CB18,7,7,CB407,,7/23/2021 10:12:37,,7/23/2021 10:12:37,CORE
2012PH19,3,3,PH591,,3/25/2021 09:45:10,,3/25/2021 09:45:10,CORE
1801ME30,7,7,PH401,,7/24/2021 12:00:39,,7/24/2021 12:00:39,Open Elective - III
1801ME34,7,7,ME431,,7/23/2021 10:40:42,,7/23/2021 10:40:42,CORE
1801ME34,7,7,ME495,,7/23/2021 10:40:42,,7/23/2021 10:40:42,CORE
1801ME34,7,7,ME503,,7/23/2021 10:40:42,,7/23/2021 10:40:42,Department Elective - I
1801ME34,7,7,ME512,,7/23/2021 10:40:42,,7/23/2021 10:40:42,Department Elective - II
1801ME34,7,7,PH401,,7/23/2021 10:40:42,,7/23/2021 10:40:42,Open Elective - III
1801ME35,7,7,ME431,,7/23/2021 13:18:10,,7/23/2021 13:18:10,CORE
2012PH18,3,3,PH591,,3/23/2021 02:39:57,,3/23/2021 02:39:57,CORE
2012PH18,3,3,PH523,,3/23/2021 02:39:57,,3/23/2021 02:39:57,CORE
1801ME35,7,7,ME512,,7/23/2021 13:18:10,,7/23/2021 13:18:10,Department Elective - II
2012PH17,3,3,PH527,,3/24/2021 22:51:31,,3/24/2021 22:51:31,CORE
2012PH16,3,3,PH591,,3/24/2021 20:07:49,,3/24/2021 20:07:49,CORE
1801ME39,7,7,ME495,,7/24/2021 11:07:08,,7/24/2021 11:07:08,CORE
2012PH16,3,3,PH521,,3/24/2021 20:07:49,,3/24/2021 20:07:49,CORE
2012PH15,3,3,PH527,,3/22/2021 18:54:16,,3/22/2021 18:54:16,CORE
1801ME39,7,7,PH401,,7/24/2021 11:07:08,,7/24/2021 11:07:08,Open Elective - III
1801ME41,7,7,ME431,,7/23/2021 02:13:20,,7/23/2021 02:13:20,CORE
1801ME41,7,7,ME495,,7/23/2021 02:13:20,,7/23/2021 02:13:20,CORE
1801ME41,7,7,ME503,,7/23/2021 02:13:20,,7/23/2021 02:13:20,Department Elective - I
1801ME41,7,7,ME512,,7/23/2021 02:13:20,,7/23/2021 02:13:20,Department Elective - II
1801ME41,7,7,PH401,,7/23/2021 02:13:20,,7/23/2021 02:13:20,Open Elective - III
1801ME42,7,7,ME431,,7/23/2021 02:07:10,,7/23/2021 02:07:10,CORE
1801ME42,7,7,ME495,,7/23/2021 02:07:10,,7/23/2021 02:07:10,CORE
1801ME42,7,7,ME503,,7/23/2021 02:07:10,,7/23/2021 02:07:10,Department Elective - I
1801ME42,7,7,ME512,,7/23/2021 02:07:10,,7/23/2021 02:07:10,Department Elective - II
1801ME42,7,7,PH401,,7/23/2021 02:07:10,,7/23/2021 02:07:10,Open Elective - III
2012PH14,3,3,PH591,,3/25/2021 09:08:50,,3/25/2021 09:08:50,CORE
1801CS61,7,7,CS555,,7/23/2021 10:12:12,,7/23/2021 10:12:12,Department Elective - III
1801ME43,7,7,ME503,,7/23/2021 00:41:22,,7/23/2021 00:41:22,Department Elective - I
1801ME43,7,7,ME512,,7/23/2021 00:41:22,,7/23/2021 00:41:22,Department Elective - II
1801ME43,7,7,PH401,,7/23/2021 00:41:22,,7/23/2021 00:41:22,Open Elective - III
1801CS61,7,7,CS577,,7/23/2021 10:12:12,,7/23/2021 10:12:12,Department Elective - IV
1801CS02,7,7,CS491,,7/23/2021 10:07:02,,7/23/2021 10:07:02,CORE
1801CB05,7,7,CB405,,7/23/2021 10:50:15,,7/23/2021 10:50:15,CORE
2012PH13,3,3,PH521,,3/24/2021 22:51:33,,3/24/2021 22:51:33,CORE
1801CS62,7,7,CS491,,7/23/2021 10:17:29,,7/23/2021 10:17:29,CORE
1801ME45,7,7,ME431,,7/24/2021 16:46:12,,7/24/2021 16:46:12,CORE
2012PH12,3,3,PH525,,3/24/2021 23:19:21,,3/24/2021 23:19:21,CORE
2012PH12,3,3,PH521,,3/24/2021 23:19:21,,3/24/2021 23:19:21,CORE
1801ME45,7,7,ME512,,7/24/2021 16:46:12,,7/24/2021 16:46:12,Department Elective - II
1801ME45,7,7,PH401,,7/24/2021 16:46:12,,7/24/2021 16:46:12,Open Elective - III
1801ME47,7,7,ME431,,7/23/2021 13:37:56,,7/23/2021 13:37:56,CORE
1801ME47,7,7,ME495,,7/23/2021 13:37:56,,7/23/2021 13:37:56,CORE
1801ME47,7,7,ME512,,7/23/2021 13:37:56,,7/23/2021 13:37:56,Department Elective - I
1801CS62,7,7,PH401,,7/23/2021 10:17:29,,7/23/2021 10:17:29,Open Elective
2012PH11,3,3,PH523,,3/24/2021 20:13:12,,3/24/2021 20:13:12,CORE
1801ME48,7,7,ME431,,7/23/2021 12:35:42,,7/23/2021 12:35:42,CORE
2012PH10,3,3,PH591,,3/22/2021 19:43:34,,3/22/2021 19:43:34,CORE
2012PH10,3,3,PH525,,3/22/2021 19:43:34,,3/22/2021 19:43:34,CORE
1801ME48,7,7,ME537,,7/23/2021 12:35:42,,7/23/2021 12:35:42,Department Elective - I
1801ME48,7,7,PH401,,7/23/2021 12:35:42,,7/23/2021 12:35:42,Open Elective - III
1801CS63,7,7,CS577,,7/23/2021 10:16:56,,7/23/2021 10:16:56,Department Elective - IV
1801ME49,7,7,ME495,,7/23/2021 13:36:59,,7/23/2021 13:36:59,CORE
1801ME49,7,7,ME512,,7/23/2021 13:36:59,,7/23/2021 13:36:59,Department Elective - I
1801ME49,7,7,ME537,,7/23/2021 13:36:59,,7/23/2021 13:36:59,Department Elective - II
1801ME49,7,7,PH401,,7/23/2021 13:36:59,,7/23/2021 13:36:59,Open Elective - III
1801ME50,7,7,ME431,,7/23/2021 10:36:20,,7/23/2021 10:36:20,CORE
1801ME50,7,7,ME495,,7/23/2021 10:36:20,,7/23/2021 10:36:20,CORE
1801CS04,7,7,CS555,,7/23/2021 12:19:37,,7/23/2021 12:19:37,Department Elective - III
1801CE05,7,7,CE571,,7/24/2021 10:08:24,,7/24/2021 10:08:24,Department Elective - III
1801ME50,7,7,PH401,,7/23/2021 10:36:20,,7/23/2021 10:36:20,Open Elective - III
1801ME52,7,7,ME431,,7/23/2021 13:36:55,,7/23/2021 13:36:55,CORE
2012PH08,3,3,PH601,,3/25/2021 19:14:28,,3/25/2021 19:14:28,Elective - I
1801CS04,7,7,CS577,,7/23/2021 12:19:37,,7/23/2021 12:19:37,Department Elective - IV
1801ME52,7,7,ME537,,7/23/2021 13:36:55,,7/23/2021 13:36:55,Department Elective - II
1801ME52,7,7,PH401,,7/23/2021 13:36:55,,7/23/2021 13:36:55,Open Elective - III
1801ME53,7,7,ME431,,7/23/2021 12:11:33,,7/23/2021 12:11:33,CORE
1801CE05,7,7,PH401,,7/24/2021 10:08:24,,7/24/2021 10:08:24,Open Elective - III
2012PH07,3,3,PH591,,3/23/2021 20:02:12,,3/23/2021 20:02:12,CORE
1801ME53,7,7,ME537,,7/23/2021 12:11:33,,7/23/2021 12:11:33,Department Elective - I
1801ME53,7,7,PH401,,7/23/2021 12:11:33,,7/23/2021 12:11:33,Open Elective - III
1801ME54,7,7,ME431,,7/24/2021 11:31:48,,7/24/2021 11:31:48,CORE
1801ME54,7,7,ME495,,7/24/2021 11:31:48,,7/24/2021 11:31:48,CORE
1801ME54,7,7,ME503,,7/24/2021 11:31:48,,7/24/2021 11:31:48,Department Elective - I
1801ME54,7,7,ME512,,7/24/2021 11:31:48,,7/24/2021 11:31:48,Department Elective - II
1801ME54,7,7,PH401,,7/24/2021 11:31:48,,7/24/2021 11:31:48,Open Elective - III
1801ME55,7,7,ME431,,7/23/2021 13:17:32,,7/23/2021 13:17:32,CORE
1801ME55,7,7,ME495,,7/23/2021 13:17:32,,7/23/2021 13:17:32,CORE
1801ME55,7,7,ME512,,7/23/2021 13:17:32,,7/23/2021 13:17:32,Department Elective - I
1801ME55,7,7,ME537,,7/23/2021 13:17:32,,7/23/2021 13:17:32,Department Elective - II
1801ME55,7,7,PH401,,7/23/2021 13:17:32,,7/23/2021 13:17:32,Open Elective - III
1801ME56,7,7,ME431,,7/24/2021 13:02:34,,7/24/2021 13:02:34,CORE
1801ME56,7,7,ME495,,7/24/2021 13:02:34,,7/24/2021 13:02:34,CORE
1801ME56,7,7,ME512,,7/24/2021 13:02:34,,7/24/2021 13:02:34,Department Elective - II
1801CS67,7,7,PH401,,7/23/2021 11:16:31,,7/23/2021 11:16:31,Open Elective
2012PH06,3,3,PH601,,3/25/2021 08:32:48,,3/25/2021 08:32:48,Elective - I
2012PH06,3,3,PH523,,3/25/2021 08:32:48,,3/25/2021 08:32:48,CORE
1801CS68,7,7,CS555,,7/23/2021 01:21:58,,7/23/2021 01:21:58,Department Elective - III
2012PH05,3,3,PH591,,3/24/2021 21:41:01,,3/24/2021 21:41:01,CORE
2012PH05,3,3,PH521,,3/24/2021 21:41:01,,3/24/2021 21:41:01,CORE
2012PH04,3,3,PH525,,3/24/2021 22:55:50,,3/24/2021 22:55:50,CORE
1801CB10,7,7,CB407,,7/23/2021 11:14:04,,7/23/2021 11:14:04,CORE
2012PH02,3,3,PH527,,3/22/2021 20:57:20,,3/22/2021 20:57:20,CORE
2012PH02,3,3,PH523,,3/22/2021 20:57:20,,3/22/2021 20:57:20,CORE
1801ME58,7,7,ME512,,7/23/2021 10:58:24,,7/23/2021 10:58:24,Department Elective - II
1801ME58,7,7,PH401,,7/23/2021 10:58:24,,7/23/2021 10:58:24,Open Elective - III
2012PH01,3,3,PH523,,3/25/2021 02:32:38,,3/25/2021 02:32:38,CORE
2012MA24,3,3,MA591,,3/22/2021 10:22:49,,3/22/2021 10:22:49,CORE
2012MA24,3,3,MA525,,3/22/2021 10:22:49,,3/22/2021 10:22:49,CORE
2012MA23,3,3,MA525,,3/22/2021 15:32:08,,3/22/2021 15:32:08,CORE
2012MA22,3,3,MA539,,3/23/2021 21:53:26,,3/23/2021 21:53:26,Elective - II
1801ME60,7,7,ME431,,7/23/2021 11:13:30,,7/23/2021 11:13:30,CORE
2012MA22,3,3,MA521,,3/23/2021 21:53:26,,3/23/2021 21:53:26,CORE
2012MA21,3,3,MA521,,3/23/2021 17:44:41,,3/23/2021 17:44:41,CORE
2012MA20,3,3,MA527,,3/24/2021 18:48:23,,3/24/2021 18:48:23,Elective - I
1801ME60,7,7,PH401,,7/23/2021 11:13:30,,7/23/2021 11:13:30,Open Elective - III
2012MA19,3,3,MA591,,3/25/2021 21:53:17,,3/25/2021 21:53:17,CORE
2012MA19,3,3,MA521,,3/25/2021 21:53:17,,3/25/2021 21:53:17,CORE
2012MA18,3,3,MA525,,3/22/2021 21:27:17,,3/22/2021 21:27:17,CORE
2012MA17,3,3,MA539,,3/25/2021 19:23:55,,3/25/2021 19:23:55,Elective - II
2012MA17,3,3,MA521,,3/25/2021 19:23:55,,3/25/2021 19:23:55,CORE
1801ME62,7,7,ME431,,7/23/2021 11:29:18,,7/23/2021 11:29:18,CORE
2012MA16,3,3,MA529,,3/24/2021 16:28:39,,3/24/2021 16:28:39,Elective - I
2012MA16,3,3,MA523,,3/24/2021 16:28:39,,3/24/2021 16:28:39,CORE
1801ME62,7,7,ME537,,7/23/2021 11:29:18,,7/23/2021 11:29:18,Department Elective - I
1801ME62,7,7,PH401,,7/23/2021 11:29:18,,7/23/2021 11:29:18,Open Elective - III
1801ME63,7,7,ME431,,7/23/2021 10:52:27,,7/23/2021 10:52:27,CORE
1801ME63,7,7,ME495,,7/23/2021 10:52:27,,7/23/2021 10:52:27,CORE
1801ME63,7,7,ME504,,7/23/2021 10:52:27,,7/23/2021 10:52:27,Department Elective - I
1801ME63,7,7,ME512,,7/23/2021 10:52:27,,7/23/2021 10:52:27,Department Elective - II
1801ME63,7,7,PH401,,7/23/2021 10:52:27,,7/23/2021 10:52:27,Open Elective - III
1801ME64,7,7,ME431,,7/23/2021 12:15:19,,7/23/2021 12:15:19,CORE
1801ME64,7,7,ME495,,7/23/2021 12:15:19,,7/23/2021 12:15:19,CORE
1801ME64,7,7,ME504,,7/23/2021 12:15:19,,7/23/2021 12:15:19,Department Elective - II
1801ME64,7,7,ME537,,7/23/2021 12:15:19,,7/23/2021 12:15:19,Department Elective - I
1801ME64,7,7,PH401,,7/23/2021 12:15:19,,7/23/2021 12:15:19,Open Elective - III
1801ME65,7,7,ME431,,7/23/2021 08:07:49,,7/23/2021 08:07:49,CORE
1801ME65,7,7,ME495,,7/23/2021 08:07:49,,7/23/2021 08:07:49,CORE
1801ME65,7,7,ME503,,7/23/2021 08:07:49,,7/23/2021 08:07:49,Department Elective - II
1801ME65,7,7,ME512,,7/23/2021 08:07:49,,7/23/2021 08:07:49,Department Elective - I
1801ME65,7,7,PH401,,7/23/2021 08:07:49,,7/23/2021 08:07:49,Open Elective - III
1801EE04,7,7,EE485,,7/24/2021 20:31:33,,7/24/2021 20:31:33,CORE
1901CB02,5,5,CB301,,3/25/2021 19:02:13,,3/25/2021 19:02:13,CORE
1901CB02,5,5,CB303,,3/25/2021 19:02:13,,3/25/2021 19:02:13,CORE
1901CB02,5,5,CB305,,3/25/2021 19:02:13,,3/25/2021 19:02:13,CORE
1901CB02,5,5,CB307,,3/25/2021 19:02:13,,3/25/2021 19:02:13,CORE
1901CB02,5,5,CB309,,3/25/2021 19:02:13,,3/25/2021 19:02:13,CORE
1901CB02,5,5,CB317,,3/25/2021 19:02:13,,3/25/2021 19:02:13,CORE
1901CB02,5,5,CS384,,3/25/2021 19:02:13,,3/25/2021 19:02:13,Open Elective - II
1901CB03,5,5,CB301,,3/23/2021 20:30:26,,3/23/2021 20:30:26,CORE
1901CB03,5,5,CB303,,3/23/2021 20:30:26,,3/23/2021 20:30:26,CORE
1901CB03,5,5,CB305,,3/23/2021 20:30:26,,3/23/2021 20:30:26,CORE
1901CB03,5,5,CB307,,3/23/2021 20:30:26,,3/23/2021 20:30:26,CORE
1901CB03,5,5,CB309,,3/23/2021 20:30:26,,3/23/2021 20:30:26,CORE
1901CB03,5,5,CB317,,3/23/2021 20:30:26,,3/23/2021 20:30:26,CORE
1901CB03,5,5,CS384,,3/23/2021 20:30:26,,3/23/2021 20:30:26,Open Elective - II
1901CB04,5,5,CB301,,3/22/2021 20:30:05,,3/22/2021 20:30:05,CORE
1901CB04,5,5,CB303,,3/22/2021 20:30:05,,3/22/2021 20:30:05,CORE
1901CB04,5,5,CB305,,3/22/2021 20:30:05,,3/22/2021 20:30:05,CORE
1901CB04,5,5,CB307,,3/22/2021 20:30:05,,3/22/2021 20:30:05,CORE
1801EE06,7,7,EE523,,7/23/2021 00:50:43,,7/23/2021 00:50:43,Department Elective - I
1901CB04,5,5,CB317,,3/22/2021 20:30:05,,3/22/2021 20:30:05,CORE
1901CB06,5,5,CB301,,3/22/2021 12:09:34,,3/22/2021 12:09:34,CORE
1901CB06,5,5,CB303,,3/22/2021 12:09:34,,3/22/2021 12:09:34,CORE
1901CB06,5,5,CB305,,3/22/2021 12:09:34,,3/22/2021 12:09:34,CORE
1901CB06,5,5,CB307,,3/22/2021 12:09:34,,3/22/2021 12:09:34,CORE
1901CB06,5,5,CB309,,3/22/2021 12:09:34,,3/22/2021 12:09:34,CORE
1901CB06,5,5,CB317,,3/22/2021 12:09:34,,3/22/2021 12:09:34,CORE
1901CB06,5,5,CS384,,3/22/2021 12:09:34,,3/22/2021 12:09:34,Open Elective - II
1901CB07,5,5,CB301,,3/24/2021 20:53:21,,3/24/2021 20:53:21,CORE
1901CB07,5,5,CB303,,3/24/2021 20:53:21,,3/24/2021 20:53:21,CORE
1901CB07,5,5,CB305,,3/24/2021 20:53:21,,3/24/2021 20:53:21,CORE
1901CB07,5,5,CB307,,3/24/2021 20:53:21,,3/24/2021 20:53:21,CORE
1901CB07,5,5,CB309,,3/24/2021 20:53:21,,3/24/2021 20:53:21,CORE
1901CB07,5,5,CB317,,3/24/2021 20:53:21,,3/24/2021 20:53:21,CORE
1901CB07,5,5,CS384,,3/24/2021 20:53:21,,3/24/2021 20:53:21,Open Elective - II
1901CB08,5,5,CB301,,3/25/2021 21:34:57,,3/25/2021 21:34:57,CORE
1901CB08,5,5,CB303,,3/25/2021 21:34:57,,3/25/2021 21:34:57,CORE
1901CB08,5,5,CB305,,3/25/2021 21:34:57,,3/25/2021 21:34:57,CORE
1901CB08,5,5,CB307,,3/25/2021 21:34:57,,3/25/2021 21:34:57,CORE
1901CB08,5,5,CB309,,3/25/2021 21:34:57,,3/25/2021 21:34:57,CORE
1901CB08,5,5,CB317,,3/25/2021 21:34:57,,3/25/2021 21:34:57,CORE
1901CB08,5,5,CS384,,3/25/2021 21:34:57,,3/25/2021 21:34:57,Open Elective - II
1901CB09,5,5,CB301,,3/22/2021 23:28:39,,3/22/2021 23:28:39,CORE
1901CB09,5,5,CB303,,3/22/2021 23:28:39,,3/22/2021 23:28:39,CORE
1901CB09,5,5,CB305,,3/22/2021 23:28:39,,3/22/2021 23:28:39,CORE
1901CB09,5,5,CB307,,3/22/2021 23:28:39,,3/22/2021 23:28:39,CORE
1901CB09,5,5,CB309,,3/22/2021 23:28:39,,3/22/2021 23:28:39,CORE
1901CB09,5,5,CB317,,3/22/2021 23:28:39,,3/22/2021 23:28:39,CORE
1901CB09,5,5,HS301,,3/22/2021 23:28:39,,3/22/2021 23:28:39,Open Elective - II
1901CB10,5,5,CB301,,3/22/2021 11:40:54,,3/22/2021 11:40:54,CORE
1901CB10,5,5,CB303,,3/22/2021 11:40:54,,3/22/2021 11:40:54,CORE
1901CB10,5,5,CB305,,3/22/2021 11:40:54,,3/22/2021 11:40:54,CORE
1901CB10,5,5,CB307,,3/22/2021 11:40:54,,3/22/2021 11:40:54,CORE
1901CB10,5,5,CB309,,3/22/2021 11:40:54,,3/22/2021 11:40:54,CORE
1901CB10,5,5,CB317,,3/22/2021 11:40:54,,3/22/2021 11:40:54,CORE
1901CB10,5,5,CS384,,3/22/2021 11:40:54,,3/22/2021 11:40:54,Open Elective - II
1901CB11,5,5,CB301,,3/24/2021 17:24:00,,3/24/2021 17:24:00,CORE
1901CB11,5,5,CB303,,3/24/2021 17:24:00,,3/24/2021 17:24:00,CORE
1901CB11,5,5,CB305,,3/24/2021 17:24:00,,3/24/2021 17:24:00,CORE
1901CB11,5,5,CB307,,3/24/2021 17:24:00,,3/24/2021 17:24:00,CORE
1901CB11,5,5,CB309,,3/24/2021 17:24:00,,3/24/2021 17:24:00,CORE
